MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2020,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Benzina,Motorina,Electric,Hibrid01(benzina+electric),0--4,5--8,9--12,peste 12
,,,,,,,,,,,Hibrid02(motorina+electric),,,,
,,,,,,,,,,,Hibrid03(GPL+electric),,,,
   model 1500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 212,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 216GTS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 314,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model 319,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model 360 EXECUTIVE,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model 380 EXECUTIVE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 415 GT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 416,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 515,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 550,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model ABBEY,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model ACE VICEROY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ADVENTURA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model AVENTURA,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5
   model BELMONT SE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model BY COSALT,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model CAMBRIDGE 2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CARAVANS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CARDINAL,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model COSALT,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model COUNTRY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model COUNTY,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model DALESMAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ENDEAVOUR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model EXECUTIVE,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
   model EXPRESSION,13,0,0,0,1,2,10,0,0,0,0,0,0,0,13
   model FREE STYLE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model FREESTYLE 470S,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model GT 212,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model GT 518T,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GT213,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GTS,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2
   model GTS 214,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GTS 215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model GTS 416,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model GTS VOGUE,5,0,0,0,0,3,2,0,0,0,0,0,0,0,5
   model GTS212,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8
   model GTS416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model IMPRESSION,4,0,0,0,0,2,2,0,0,0,0,0,0,0,4
   model LANCASTER,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model LINCOLN,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model LINCOLN GT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model OXFORD GT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PACIFIC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PIPER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PIPER 14-4L,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model ROYALE 470,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model ROYALE 520,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SAFARI 525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model SOMERSET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPECTRUM,5,0,0,0,0,3,2,0,0,0,0,0,0,0,5
   model STAFFORD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model TWO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VOGUE,79,0,0,1,3,11,64,0,0,0,0,0,1,0,78
   model VOGUE GTS,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
   model VOGUE GTS 2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,343,0,2,3,9,24,305,0,0,0,0,2,3,3,335
 total marca ABI,406,3,5,6,0,17,375,0,0,0,0,7,6,1,392
   model -,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 1300,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
   model 360D DE LUXE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 4.00D,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 400CT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 400D,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model 400ET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 430TM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 5.00CT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 530 BK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 86AB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AIR STREAM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AMBASSADOR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AWARD,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model AWARD DAYSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AWARD NGHTSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BRIGHTSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BROOKLYN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CARAVANE SUNSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CARAVANS,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model CELEBRATION,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model CRICKET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DALES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DALESMAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DALESMAN 420/2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DALESMAN 450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DAWNSTAR,10,0,1,0,0,0,9,0,0,0,0,0,1,0,9
   model DAYSTAR,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model DOWNSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model EQUERRY,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model GLOBESTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GLOBETROTTER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GOLD,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model GOLD MARAUDER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model JUBILEE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model JUBILEE AMBASSADOR,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
   model JUBILEE RALLYMAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model MANHATTAN,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3
   model MARAUDER,12,0,0,0,0,0,12,0,0,0,0,0,0,0,12
   model MONZA,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model MORNINGSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model NIGHTSTAR,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model ORBIT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PRESTIGE,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model PRESTIJE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SAMOA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPRINTER,4,0,0,0,0,2,2,0,0,0,0,0,0,0,4
   model SPRINTER 390 D,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPRINTER GOLD,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model SUNSTAR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model SUPREME,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model TRANSTAR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model TRISTAR,5,0,0,0,0,1,4,0,0,0,0,0,0,0,5
   model VICEROY XL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VITESSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VIVACE,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model YORKSHIRE DIAMOND,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,289,2,4,6,0,8,269,0,0,0,0,6,5,1,277
 total marca ABI CARAVANS,531,0,3,7,1,6,514,0,0,0,0,1,8,1,521
   model 1250,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 1400,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model 450CT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 450CTL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 450S,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model 510TK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ACE GLOBETROTTER GLX,4,0,0,1,0,0,3,0,0,0,0,0,1,0,3
   model ACE PIONEER,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ACE PRESTIGE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AIRSTREAM,12,0,0,1,0,0,11,0,0,0,0,0,1,0,11
   model AWARD,11,0,0,0,1,0,10,0,0,0,0,0,0,0,11
   model AWARD DAYSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model AXXOR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BEYERLAND,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BRAVURA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model BRGHTSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BRIGHTSTAR,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model CELEBRATION,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CRICKET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CRISTALL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model DAIMOND,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DALESMAN,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
   model DAWNSTAR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model DAYSTAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DE LUXE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model DIPLOMAT GLX,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10
   model ELEGANCE,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model ENVOY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model GLOBESTAR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model GT,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model JUBILEE,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model JUBILEE RALLYMAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model JUBILLE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model LIMITED EDITION,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model MARAUDER,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8
   model MARAUDER SPORTIQUE,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model MONZA,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model ORBIT,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model PRESTIGE,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model QUARTZ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model QUASAR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model RALLYMAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model RALLYMAN XL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPRINTER,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
   model SPRINTER 350/2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SPRINTER GOLD,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model STARLET 5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SUPREME,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model TRANSTAR,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model TYCOON,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model VICEROY XL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VITESSE 470T,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,396,0,3,5,0,3,385,0,0,0,0,1,6,1,388
 total marca ACC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca ACKERMANN,5,0,0,0,0,1,4,0,0,0,0,0,0,0,5
   model COUNTY DORSET,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,4,0,0,0,0,1,3,0,0,0,0,0,0,0,4
 total marca ACKERMANNFRUEHAUF,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11
   model nespecificat,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11
 total marca ADRIA,"1,335",10,2,9,87,50,"1,177",0,0,0,0,11,4,27,"1,293"
   model 1121,39,0,0,0,0,0,39,0,0,0,0,0,0,0,39
   model 350T,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model 380 1M,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 4111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 4154D0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 4270TD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 465,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
   model 5003DD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 5003DS,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model 500TK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 5205 DS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 5206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 5208,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model 525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model 530,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model 563PK,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model 580C,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ACTIO 341PH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ACTION 361LH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ACTION 391PH,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model ADIVA,6,0,0,0,4,2,0,0,0,0,0,0,0,0,6
   model ADIVA 462 PU,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
   model ADIVA 553PH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ADORA,8,0,0,1,5,2,0,0,0,0,0,0,0,3,5
   model ADORA 427LU,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ADORA 462PU,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model ADORA 472DP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model ADORA 512UP,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model ADORA 532LT,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2
   model ADORA 753UC,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model ADRA 2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ADRIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ADRIA 460,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ALTEA,8,0,0,3,1,4,0,0,0,0,0,0,0,3,5
   model ALTEA 390PS,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0
   model ALTEA 432 PH,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2
   model ALTEA 432 PX,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1
   model ALTEA 432PH,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0
   model ALTEA 432PX,4,0,0,0,2,2,0,0,0,0,0,0,0,0,4
   model ALTEA 462PK,3,0,0,0,3,0,0,0,0,0,0,0,0,1,2
   model ALTEA 462PS,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model ALTEA 472PK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model ALTEA 492LU,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model ALTEA 512UP,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0
   model ALTEA 542PK,9,0,0,0,9,0,0,0,0,0,0,0,0,4,5
   model ALTEA 552PK,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
   model AVAN 542PK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model AVIVA 360DK,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0
   model AVIVA 442PH,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model AVIVA 472PK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model AVIVA 522PT,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model AVIVA LITE 300DT,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model AVIVA MOVE 400CP,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model C502UP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CARAVAN,23,0,0,0,0,0,23,0,0,0,0,0,0,0,23
   model CARAVAN 450,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
   model CLASSICA 743UT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model COBRA 430 TD,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CONFORT,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
   model EXCLUSIEF 530,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model FORMA,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10
   model GR0SSO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model IMV ADRIA YU,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model JUNIOR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model KORNATI,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model LINEA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model MISTRAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model MISTRAL 400,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10
   model MISTRAL 430,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model MISTRAL 470,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model OPATIJA,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model OPATIJA 410,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model OPATIJA 530,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model OPTIMA,76,0,0,0,0,1,75,0,0,0,0,0,0,0,76
   model OPTIMA 360,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9
   model OPTIMA 400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model OPTIMA 410,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model OPTIMA 440,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model OPTIMA 500TQ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PRIMA,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
   model PRIMA 400,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4
   model SONATA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model SPORT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SUPRA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SUPRA 400,12,0,0,0,0,0,12,0,0,0,0,0,0,0,12
   model TOURA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model UNICA 390,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3
   model UNICA 390DB,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
   model UNICA 390DS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA 431,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3
   model UNICA 462,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA 502,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA 740,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA 743PU,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model UNICA A430PH,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model UNICA B 432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model UNICA EXCLUSIVE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,971,0,1,2,41,29,898,0,0,0,0,1,1,4,965
 total marca AERIAL ACCESS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca AET,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2
 total marca AGADOS,11,2,2,4,2,1,0,0,0,0,0,4,2,2,3
   model DYNASEALR X10-LTS,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0
   model HANDY 7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model VZ 18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,7,1,0,3,2,1,0,0,0,0,0,1,1,2,3
 total marca AL-KO,16,0,0,1,2,7,6,0,0,0,0,0,1,0,15
   model ABBEY GT 215T,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model BSA1003D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model MARU EK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model VANROYCE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model ZENESSIS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model nespecificat,11,0,0,1,0,7,3,0,0,0,0,0,1,0,10
 total marca ALE,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model ALE750TT,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
 total marca ALPEN KREUZER,41,0,0,2,0,0,39,0,0,0,0,0,1,1,39
   model ALLURE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model PEITZ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SELECT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SUPER GT,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
   model nespecificat,35,0,0,2,0,0,33,0,0,0,0,0,1,1,33
 total marca ALPSAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model SUPREM VICEROY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca ALSPAW,5,1,2,2,0,0,0,0,0,0,0,3,2,0,0
   model ESTRADA MOBILA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model ESTRADA MOBILNA,4,1,1,2,0,0,0,0,0,0,0,2,2,0,0
 total marca AMERIDAC,40,5,5,6,23,1,0,0,0,0,0,8,6,16,10
   model nespecificat,40,5,5,6,23,1,0,0,0,0,0,8,6,16,10
 total marca ANGLIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca ANSSEMS,6,0,0,2,3,0,1,0,0,0,0,0,1,1,4
   model MSX3000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,5,0,0,1,3,0,1,0,0,0,0,0,0,1,4
 total marca AP TRAILERS,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
   model nespecificat,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
 total marca APICOLA,200,0,1,17,38,29,115,0,0,0,0,0,10,19,171
   model 6000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model CI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model nespecificat,198,0,1,17,38,28,114,0,0,0,0,0,10,19,169
 total marca APIVOLA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 total marca ASAM,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
 total marca ATLAS,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
   model COPCO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
 total marca ATLAS COPCO,340,34,44,62,149,15,36,0,0,0,0,58,45,105,132
   model EURO BOX,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1
   model LEG,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model N/A,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0
   model QAS 14 LT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model QAS 20-LT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
   model QAS30,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model QAX 20-LT,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
   model QAX 30,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
   model QAX30,9,0,0,1,8,0,0,0,0,0,0,0,0,9,0
   model QES 40,3,1,2,0,0,0,0,0,0,0,0,1,2,0,0
   model XAHS 107KD,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
   model XAHS 186 DD,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
   model XAS 230,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
   model XAS 60,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
