MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2021,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
   model VITO 112CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 114,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model VITO 115 CDI,9,0,0,0,6,3,0,0,9,0,0,0,0,1,8
   model VITO 115 CDI 4X4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 115CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 116 CDI,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model VITO 220CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VITO TOURER,24,4,14,6,0,0,0,0,24,0,0,16,8,0,0
   model VITOR 115 CDI 4X4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model VITTO 112 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model nespecificat,17,2,1,5,3,1,5,8,8,0,1,2,4,3,8
 total marca MERCEDES - BENZ~,257,196,41,14,5,1,0,85,113,0,59,223,26,3,5
   model A 220,3,0,3,0,0,0,0,3,0,0,0,3,0,0,0
   model A 250 E,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
   model AMG A 45 S,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0
   model AMG C 43,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0
   model AMG E 53 4MATIC,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
   model B 180 CDI,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0
   model B 200,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model C 200 CGI,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model C 200 D,10,0,10,0,0,0,0,0,10,0,0,2,8,0,0
   model C 250 BLUETEC,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model C 300 4MATIC,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
   model C 300 DE,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
   model C 350 CDI,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model C220CDI,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model CLS 220 D,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0
   model CLS 250 D,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0
   model E 200,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model E 200 KOMPRESSOR,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model E 220 D,7,0,5,2,0,0,0,0,7,0,0,1,6,0,0
   model E 220 D 4MATIC,7,7,0,0,0,0,0,0,7,0,0,7,0,0,0
   model E 350 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model GLA 220 4MATIC,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0
   model GLA 250,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model GLB 200 D 4MATIC,23,23,0,0,0,0,0,0,23,0,0,23,0,0,0
   model GLB 220 D 4MATIC,18,18,0,0,0,0,0,0,18,0,0,18,0,0,0
   model GLB 250 4MATIC,65,65,0,0,0,0,0,65,0,0,0,65,0,0,0
   model GLC 300 4MATIC,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model GLC 300 E 4MATIC,52,52,0,0,0,0,0,0,0,0,52,52,0,0,0
   model S 400 D 4MATIC,6,0,6,0,0,0,0,0,6,0,0,6,0,0,0
   model S 500,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0
   model SPRINTER,3,2,1,0,0,0,0,0,3,0,0,3,0,0,0
   model V-KLASSE,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0
   model VITO,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model VITO TOURER,18,16,0,2,0,0,0,0,18,0,0,16,2,0,0
 total marca MERCEDES -BENZ,166,1,34,33,39,24,35,46,116,0,4,13,44,23,86
   model 200 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 200CE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 200D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 230 E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 230CE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 250 TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 280C,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 280E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 300CE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 300D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 300SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 420 SEC,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 420SEL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 450 SL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model A 140,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model A 140,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model A 160,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model A 170 CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model A 180 CDI,15,0,0,0,15,0,0,0,15,0,0,0,0,0,15
   model A 200 TURBO,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model A140,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model A160,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model AMG C 63 S,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
   model AMG E 43 4MATIC,6,0,6,0,0,0,0,6,0,0,0,0,6,0,0
   model AMG E 63 S,3,0,3,0,0,0,0,3,0,0,0,3,0,0,0
   model C 180 D,7,0,6,1,0,0,0,0,7,0,0,0,7,0,0
   model C 200 D,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0
   model C 200 KOMPRESSOR,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model C 220 CDI,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model C 250 BLUETEC,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model C 300 DE,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
   model C180D,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model CLA 180,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model CLA200,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0
   model CLC 180 KOMPRESSOR,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model CLS 250 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
   model CLS 320 CDI,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model E 200 4MATIC,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model E 220 BLUETEC,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0
   model E 220 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model E 250 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model E 300 BLUETEC HYBRID,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0
   model E 320 CDI,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model E 350D 4 MATIC,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model E220 CDI,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0
   model E220D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model E250D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E320 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model GLC 300,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model GLK 220 CDI,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model GLK 220 CDI 4MATIC,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model ML230,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model S 320 CDI 4MATIC,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model S 350 BLUTEC,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model S 350 D 4MATIC,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0
   model S550,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model S550 4MATIC,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
   model SPRINTER,16,0,2,6,8,0,0,0,16,0,0,1,2,9,4
   model SPRINTER 308 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 308D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 311CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 313 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 319CDI,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
   model V-KLASSE,5,0,1,4,0,0,0,0,5,0,0,1,4,0,0
   model V220CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VANEO,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VIANO 2.2CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"   model VIANO CDI 2,2",2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model VITO,5,0,1,2,1,1,0,0,5,0,0,0,3,1,1
   model VITO 108CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VITO 110 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model VITO 111,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 112 CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VITO TORER,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model VITTO 110DK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model nespecificat,4,0,1,3,0,0,0,4,0,0,0,0,2,2,0
 total marca MERCEDES BENZ,84666,1,26,177,11427,32059,40976,23758,60890,0,18,18,135,289,84224
   model 190,131,0,0,0,0,1,130,80,51,0,0,0,0,0,131
   model 190 D,68,0,0,0,0,0,68,1,67,0,0,0,0,0,68
   model 190 E,44,0,0,0,0,0,44,44,0,0,0,0,0,0,44
   model 190 SL,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model 190C,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 190D,96,0,0,0,1,0,95,1,95,0,0,0,0,0,96
   model 190E,189,0,0,0,0,0,189,187,2,0,0,0,0,0,189
   model 190E2.6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 200,81,0,0,0,0,0,81,50,31,0,0,0,0,0,81
   model 200 D,296,0,0,0,0,0,296,0,296,0,0,0,0,0,296
   model 200 E,81,0,0,0,0,0,81,81,0,0,0,0,0,0,81
   model 200 TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 200 TE,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 200D,110,0,0,0,0,0,110,4,106,0,0,0,0,0,110
   model 200E,14,0,0,0,0,0,14,14,0,0,0,0,0,0,14
   model 200TE,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 206 D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 207,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 207 D,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 207D,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 208 D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 208CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 208D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 209 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 209D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 210 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 210D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 213 CDI,14,0,0,0,0,13,1,0,14,0,0,0,0,0,14
   model 220,4,0,0,0,0,0,4,3,1,0,0,0,0,0,4
   model 220 D,11,0,0,0,0,0,11,0,11,0,0,0,0,0,11
   model 220 E,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 220 SB,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 220 SEB/C,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 220 TE,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model 220D,6,0,0,0,0,0,6,1,5,0,0,0,0,0,6
   model 230,13,0,0,0,0,0,13,13,0,0,0,0,0,0,13
   model 230 E,28,0,0,0,0,0,28,28,0,0,0,0,0,0,28
   model 230 S,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 230 SL,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 230CE,15,0,0,0,0,0,15,15,0,0,0,0,0,0,15
   model 230E,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model 230GE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 230SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 240,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 240 D,31,0,0,0,0,0,31,0,31,0,0,0,0,0,31
   model 240 TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 240D,28,0,0,0,0,0,28,0,28,0,0,0,0,0,28
   model 250,28,0,0,0,0,0,28,1,27,0,0,0,0,0,28
   model 250 CD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 250 D,136,0,0,0,0,0,136,0,136,0,0,0,0,0,136
   model 250 SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 250 SL,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 250 TD,17,0,0,0,0,0,17,0,17,0,0,0,0,0,17
   model 250C,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 250D,58,0,0,0,0,0,58,0,58,0,0,0,0,0,58
   model 250D TURBO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 250SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 260 E,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model 260 SE,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 260E,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 260SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 280,3,0,0,0,0,1,2,3,0,0,0,0,0,0,3
   model 280 C,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 280 CE,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 280 E,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 280 SE,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 280 SL,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 280CE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 280SE,4,0,0,0,0,0,4,3,1,0,0,0,0,0,4
   model 290 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 290 GD TURBODIESEL,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 300,15,0,0,0,0,0,15,3,12,0,0,0,0,0,15
   model 300 CE,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 300 D,60,0,0,0,0,0,60,0,60,0,0,0,0,0,60
   model 300 D TURBO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 300 E,8,0,0,0,0,0,8,1,7,0,0,0,0,0,8
   model 300 GD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 300 SE,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 300 TD,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6
   model 300D,46,0,0,0,0,0,46,0,46,0,0,0,0,0,46
   model 300SD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 300SE,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 300SEL,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 300SL,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 300TD,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 307,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 307 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 312,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 313 CDI,6,0,0,0,0,4,2,0,6,0,0,0,0,0,6
   model 313 CDI SPRINTER,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 320 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 350 SLC,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 350S,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 380,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 400SEL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 450SL,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 4MATIC,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model 500 SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 500 SEC,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 500 SEL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 500SE,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 500SEC,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 500SEL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 560 SEL,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 560SEC,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 600SEL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model A 140,1080,0,0,0,0,243,837,1080,0,0,0,0,0,0,1080
   model A 150,331,0,0,0,235,96,0,331,0,0,0,0,0,0,331
   model A 160,1199,0,0,0,1,122,1076,1101,98,0,0,0,0,1,1198
   model A 160 CDI,427,0,0,0,78,198,151,0,427,0,0,0,0,2,425
   model A 170,137,0,0,0,31,102,4,133,4,0,0,0,0,0,137
   model A 170 CDI,2291,0,0,0,0,947,1344,1,2290,0,0,0,0,0,2291
   model A 170CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model A 180 CDI,977,0,0,0,301,676,0,0,977,0,0,0,0,2,975
   model A 180CDI,40,0,0,0,0,40,0,0,40,0,0,0,0,0,40
   model A 190,135,0,0,0,0,37,98,135,0,0,0,0,0,0,135
   model A 200,51,0,0,0,10,41,0,51,0,0,0,0,0,0,51
   model A 200 CDI,166,0,0,0,21,145,0,0,166,0,0,0,0,0,166
   model A140,108,0,0,0,0,11,97,108,0,0,0,0,0,0,108
   model A150,349,0,0,0,62,287,0,349,0,0,0,0,0,0,349
   model A160,863,0,0,0,0,696,167,861,2,0,0,0,0,0,863
   model A160 CDI,50,0,0,0,11,36,3,0,50,0,0,0,0,0,50
   model A160CDI,124,0,0,0,48,76,0,0,124,0,0,0,0,0,124
   model A170,142,0,0,0,28,114,0,142,0,0,0,0,0,1,141
   model A170 CDI,451,0,0,0,0,4,447,0,451,0,0,0,0,0,451
   model A170CDI,29,0,0,0,0,10,19,0,29,0,0,0,0,0,29
   model A180 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model A180CDI,67,0,0,0,22,45,0,0,67,0,0,0,0,1,66
   model A190,45,0,0,0,0,42,3,45,0,0,0,0,0,0,45
   model A200,6,0,0,0,0,6,0,6,0,0,0,0,0,0,6
   model A200CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model A200T,13,0,0,0,6,7,0,13,0,0,0,0,0,0,13
   model A210,8,0,0,0,0,8,0,8,0,0,0,0,0,0,8
   model B 150,95,0,0,0,53,42,0,95,0,0,0,0,0,1,94
   model B 170,145,0,0,0,70,75,0,145,0,0,0,0,0,0,145
   model B 180,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model B 180 CDI,653,0,0,0,346,307,0,0,653,0,0,0,0,3,650
   model B 200,43,0,0,0,16,27,0,43,0,0,0,0,0,1,42
   model B 200 CDI,290,0,0,0,128,162,0,0,290,0,0,0,0,1,289
   model B 200 TURBO,10,0,0,0,3,7,0,10,0,0,0,0,0,0,10
   model B150,54,0,0,0,20,34,0,54,0,0,0,0,0,0,54
   model B170,51,0,0,0,19,32,0,51,0,0,0,0,0,0,51
   model B180 CDI,55,0,0,0,27,28,0,0,55,0,0,0,0,0,55
   model B180CDI,80,0,0,0,52,28,0,0,80,0,0,0,0,0,80
   model B200,18,0,0,0,7,11,0,18,0,0,0,0,0,0,18
   model B200 CDI,32,0,0,0,5,27,0,0,32,0,0,0,0,0,32
   model B200 TURBO,11,0,0,0,6,5,0,11,0,0,0,0,0,0,11
   model B200CDI,44,0,0,0,12,32,0,0,44,0,0,0,0,0,44
   model BRABUS 320 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model C,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C 180,912,0,0,1,0,206,705,912,0,0,0,0,1,0,911
   model C 180 COMPRESOR,8,0,0,0,0,8,0,8,0,0,0,0,0,0,8
   model C 180 D,7,0,1,6,0,0,0,0,7,0,0,1,6,0,0
   model C 180 KOMPRESSOR,705,0,0,0,275,430,0,705,0,0,0,0,0,0,705
   model C 180 T,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model C 180 T KOMPRESSOR,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model C 200,223,0,0,0,0,2,221,204,19,0,0,0,0,0,223
   model C 200 CDI,1497,0,0,0,501,911,85,1,1496,0,0,0,0,7,1490
   model C 200 CGI KOMPRESSOR,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3
   model C 200 COMPRESOR,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model C 200 D,11,0,1,10,0,0,0,0,11,0,0,0,11,0,0
   model C 200 KOMPRESSOR,795,0,0,0,240,149,406,795,0,0,0,0,0,1,794
   model C 200CDI,461,0,0,0,1,324,136,0,461,0,0,0,0,0,461
   model C 200D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C 220,108,0,0,10,0,0,98,30,78,0,0,0,10,0,98
   model C 220 CDI,3716,0,0,0,1373,1633,710,0,3716,0,0,0,0,5,3711
   model C 220 CDI T MODELL,15,0,0,0,3,12,0,0,15,0,0,0,0,0,15
   model C 220 D,47,0,4,1,0,0,42,0,47,0,0,2,3,0,42
   model C 220 DIESEL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C 220CDI,181,0,0,0,134,44,3,0,181,0,0,0,0,0,181
   model C 220D,24,0,0,0,0,0,24,0,24,0,0,0,0,0,24
   model C 220TD,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model C 230,9,0,0,0,5,2,2,9,0,0,0,0,0,0,9
   model C 230 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C 230 KOMPRESOR,5,0,0,0,0,5,0,5,0,0,0,0,0,0,5
   model C 230 KOMPRESSOR,11,0,0,0,0,11,0,11,0,0,0,0,0,0,11
   model C 230 T,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model C 240,12,0,0,0,0,7,5,12,0,0,0,0,0,0,12
   model C 240 T,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model C 250,26,0,0,0,0,0,26,0,26,0,0,0,0,0,26
   model C 250 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model C 250 D,26,0,0,0,0,0,26,0,26,0,0,0,0,0,26
   model C 250 DIESEL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C 270 CDI,181,0,0,0,0,124,57,0,181,0,0,0,0,0,181
   model C 280,29,0,0,0,20,1,8,29,0,0,0,0,0,0,29
   model C 280 4MATIC,50,0,0,0,43,7,0,50,0,0,0,0,0,0,50
   model C 300,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model C 300 4MATIC,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model C 320,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model C 320 CDI,40,0,0,0,40,0,0,0,40,0,0,0,0,0,40
   model C 320 CDI 4MATIC,55,0,0,0,55,0,0,0,55,0,0,0,0,0,55
   model C 350,10,0,0,0,10,0,0,10,0,0,0,0,0,0,10
   model C 350 4MATIC,4,0,0,0,4,0,0,4,0,0,0,0,0,0,4
   model C160,13,0,0,0,2,11,0,13,0,0,0,0,0,0,13
   model C180,2565,0,0,0,0,28,2537,2564,1,0,0,0,0,0,2565
   model C180 KOMPRESSOR,155,0,0,0,9,146,0,155,0,0,0,0,0,0,155
   model C180T,32,0,0,0,0,5,27,32,0,0,0,0,0,0,32
   model C200,124,0,0,0,0,1,123,11,113,0,0,0,0,0,124
   model C200 CDI,1228,0,0,0,253,598,377,0,1228,0,0,0,0,1,1227
   model C200 CGI,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3
   model C200 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C200 KOMPESSOR,7,0,0,0,0,1,6,7,0,0,0,0,0,0,7
   model C200 KOMPRESSOR,308,0,0,0,18,222,68,308,0,0,0,0,0,0,308
   model C200CDI,814,0,0,0,163,596,55,0,814,0,0,0,0,1,813
   model C200CGI,5,0,0,0,0,5,0,5,0,0,0,0,0,0,5
   model C200T KOMPRESSOR,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model C220,35,0,0,0,0,27,8,7,28,0,0,0,0,0,35
   model C220 CDI,75,0,0,0,9,55,11,0,75,0,0,0,0,0,75
   model C220 DIESEL,113,0,0,0,0,0,113,0,113,0,0,0,0,0,113
   model C220CDI,585,0,0,0,93,427,65,0,585,0,0,0,0,0,585
   model C220D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C220TD,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model C230,18,0,0,0,11,7,0,18,0,0,0,0,0,0,18
   model C230 KOMPRESOR,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
   model C230 KOMPRESSOR,18,0,0,0,0,11,7,18,0,0,0,0,0,0,18
   model C240,20,0,0,0,0,11,9,20,0,0,0,0,0,0,20
   model C250 TURBOD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model C250D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model C280,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4
   model C280 4M,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model C320,8,0,0,0,0,4,4,8,0,0,0,0,0,0,8
   model C320 4MATIC,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model C320 CDI 4MATIC,16,0,0,0,16,0,0,0,16,0,0,0,0,0,16
   model C320CDI,18,0,0,0,15,3,0,0,18,0,0,0,0,0,18
   model C350 4 MOTION,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model C63AMG,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model CL 500,92,0,0,0,72,10,10,92,0,0,0,0,0,1,91
   model CL 500 4MATIC,10,0,0,0,10,0,0,10,0,0,0,0,0,0,10
   model CL 55 AMG,3,0,0,0,0,1,2,3,0,0,0,0,0,0,3
